"","stand","ac_type","ac_type_long","updated_at"
"3065","CG7-6","73W","737-700 (winglets)",2020-05-27 02:06:43
"3066","CG7-6","32B","Airbus A321 Sharklets",2020-05-27 02:06:43
"3067","CG7-6","32A","Airbus A320 Sharklets",2020-05-27 02:06:43
"3068","CG7-6","221","Airbus A221",2020-05-27 02:06:43
"3069","CG7-6","223","Airbus A223",2020-05-27 02:06:43
"3070","CG7-6","CG7 REG","Cargo 7 Regional",2020-05-27 02:06:43
"3071","CG7-6","E7W","EMB 175 winglets",NA
"3072","CG7-6","E75","EMB 175",NA
"3073","CG7-6","CS3","CS300 Bombardier",2020-05-27 02:06:43
"3074","CG7-6","CS1","CS100 Bombardier",2020-05-27 02:06:43
"3075","CG7-6","319","A319",2020-05-27 02:06:43
"3076","CG7-6","320","A320-100/200",2020-05-27 02:06:43
"3077","CG7-6","321","A321-100/200",2020-05-27 02:06:43
"3078","CG7-6","717","717",2020-05-27 02:06:43
"3079","CG7-6","738","737-800",2020-05-27 02:06:43
"3080","CG7-6","739","737-900",2020-05-27 02:06:43
"3081","CG7-6","73G","737-700",2020-05-27 02:06:43
"3082","CG7-6","73H","737-800 (winglets)",2020-05-27 02:06:43
"3083","CG7-6","73J","737-900 (winglets)",2020-05-27 02:06:43
"3084","CG7-6","7M9","Boeing 737 MAX 9",2021-02-22 23:15:33
"3085","CG7-7","772","777-200",2020-05-27 02:06:43
"3086","CG7-7","76W","767-300 (winglets)",2020-05-27 02:06:43
"3087","CG7-7","77L","777-200LR",2020-05-27 02:06:43
"3088","CG7-7","77W","777-300ER",2020-05-27 02:06:43
"3089","CG7-7","788","787-8",2020-05-27 02:06:43
"3090","CG7-7","789","787-9",2020-05-27 02:06:43
"3091","CG7-7","339","Airbus A330-900",2020-05-27 02:06:43
"3092","CG7-7","778","Boeing 777-800",2020-05-27 02:06:43
"3093","CG7-7","779","Boeing 777-900",2020-05-27 02:06:43
"3094","CG7-7","380","A380",2020-05-27 02:06:43
"3095","CG7-7","332","A330-200",2020-05-27 02:06:43
"3096","CG7-7","333","A330-300",2020-05-27 02:06:43
"3097","CG7-7","342","A340-200",2020-05-27 02:06:43
"3098","CG7-7","752","757-200",2020-05-27 02:06:43
"3099","CG7-7","753","757-300",2020-05-27 02:06:43
"3100","CG7-7","75W","757-200 (winglets)",2020-05-27 02:06:43
"3101","CG7-7","75Z","757-300 (winglets)",2020-05-27 02:06:43
"3102","CG7-7","762","767-200",2020-05-27 02:06:43
"3103","CG7-7","763","767-300",2020-05-27 02:06:43
"3104","CG7-7","764","767-400",2020-05-27 02:06:43
"3105","CG7-7","773","777-300",2020-05-27 02:06:43
"3106","DL-CG1","733","737-300",2020-05-27 02:06:38
"3107","DL-CG1","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:38
"3108","DL-CG1","73C","737-300 (winglets)",2020-05-27 02:06:38
"3109","DL-CG1","73E","737-500 (winglets)",2020-05-27 02:06:38
"3110","DL-CG1","DC3","DC-3",2020-05-27 02:06:38
"3111","DL-CG1","734","737-400",2020-05-27 02:06:38
"3112","DL-CG1","735","737-500",2020-05-27 02:06:38
"3113","DL-CG1","717","717",2020-05-27 02:06:38
"3114","DL-CG1","D92","DC-9-21",2020-05-27 02:06:38
"3115","DL-CG1","D93","DC-9-32",2020-05-27 02:06:38
"3116","DL-CG1","D94","DC-9-41",2020-05-27 02:06:38
"3117","DL-CG1","D95","DC-9-51",2020-05-27 02:06:38
"3118","DL-CG1","732","737-200",2020-05-27 02:06:38
"3119","DL-CG1","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:38
"3120","DL-CG1","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:38
"3121","DL-CG1","D91","DC-9-10/15",2020-05-27 02:06:38
"3122","DL-CG1","E70","EMB 170",2020-05-27 02:06:38
"3123","DL-CG1","CR9","CRJ 900",2020-05-27 02:06:38
"3124","DL-CG1","CR7","CRJ 700",2020-05-27 02:06:38
"3125","DL-CG1","CR2","CRJ 200",2020-05-27 02:06:38
"3126","DL-CG1","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:38
"3127","DL-CG1","DF3","Falcon 50 / 900",2020-05-27 02:06:38
"3128","DL-CG1","DFL","Falcon",2020-05-27 02:06:38
"3129","DL-CG1","343","A340-300",2020-05-27 02:06:38
"3130","DL-CG1","744","747-400",2020-05-27 02:06:38
"3131","DL-CG1","764","767-400",2020-05-27 02:06:38
"3132","DL-CG1","772","777-200",2020-05-27 02:06:38
"3133","DL-CG1","73H","737-800 (winglets)",2020-05-27 02:06:38
"3134","DL-CG1","73J","737-900 (winglets)",2020-05-27 02:06:38
"3135","DL-CG1","75W","757-200 (winglets)",2020-05-27 02:06:38
"3136","DL-CG1","76W","767-300 (winglets)",2020-05-27 02:06:38
"3137","DL-CG1","77L","777-200LR",2020-05-27 02:06:38
"3138","DL-CG1","77W","777-300ER",2020-05-27 02:06:38
"3139","DL-CG1","345","A340-500",2020-05-27 02:06:38
"3140","DL-CG1","346","A340-600",2020-05-27 02:06:38
"3141","DL-CG1","358","A350-800",2020-05-27 02:06:38
"3142","DL-CG1","359","A350-900",2020-05-27 02:06:38
"3143","DL-CG1","773","777-300",2020-05-27 02:06:38
"3144","DL-CG1","332","A330-200",2020-05-27 02:06:38
"3145","DL-CG1","333","A330-300",2020-05-27 02:06:38
"3146","DL-CG1","342","A340-200",2020-05-27 02:06:38
"3147","DL-CG1","788","787-8",2020-05-27 02:06:38
"3148","DL-CG1","789","787-9",2020-05-27 02:06:38
"3149","DL-CG1","742","747-200",2020-05-27 02:06:38
"3150","DL-CG1","743","747-300",2020-05-27 02:06:38
"3151","DL-CG1","D1C","DC-10-30/40",2020-05-27 02:06:38
"3152","DL-CG1","762","767-200",2020-05-27 02:06:38
"3153","DL-CG1","763","767-300",2020-05-27 02:06:38
"3154","DL-CG1","D11","DC-10-10/15",2020-05-27 02:06:38
"3155","DL-CG1","312","A310-200",2020-05-27 02:06:38
"3156","DL-CG1","313","A310-300",2020-05-27 02:06:38
"3157","DL-CG1","75Z","757-300 (winglets)",2020-05-27 02:06:38
"3158","DL-CG1","752","757-200",2020-05-27 02:06:38
"3159","DL-CG1","753","757-300",2020-05-27 02:06:38
"3160","DL-CG1","DC6","DC6A/B",2020-05-27 02:06:38
"3161","DL-CG1","736","737-600",2020-05-27 02:06:38
"3162","DL-CG1","738","737-800",2020-05-27 02:06:38
"3163","DL-CG1","739","737-900",2020-05-27 02:06:38
"3164","DL-CG1","73G","737-700",2020-05-27 02:06:38
"3165","DL-CG1","321","A321-100/200",2020-05-27 02:06:38
"3166","DL-CG1","318","A318",2020-05-27 02:06:38
"3167","DL-CG1","319","A319",2020-05-27 02:06:38
"3168","DL-CG1","320","A320-100/200",2020-05-27 02:06:38
"3169","DL-CG1","722","727-200",2020-05-27 02:06:38
"3170","DL-CG1","73W","737-700 (winglets)",2020-05-27 02:06:38
"3171","DL-CG1","I93","IL-96-300",2020-05-27 02:06:40
"3172","DL-CG1","M11","MD-11",2020-05-27 02:06:40
"3173","DL-CG1","M80","MD-80",2020-05-27 02:06:40
"3174","DL-CG1","M81","MD-81",2020-05-27 02:06:40
"3175","DL-CG1","M82","MD-82",2020-05-27 02:06:40
"3176","DL-CG1","M83","MD-83",2020-05-27 02:06:40
"3177","DL-CG1","M87","MD-87",2020-05-27 02:06:40
"3178","DL-CG1","M88","MD-88",2020-05-27 02:06:40
"3179","DL-CG1","M90","MD-90-30",2020-05-27 02:06:40
"3180","DL-CG1","E90","EMB 190",2020-05-27 02:06:40
"3181","DL-CG1","E95","EMB 195",2020-05-27 02:06:40
"3182","DL-CG1","E75","EMB 175",2020-05-27 02:06:40
"3183","DL-CG1","EM2","EMB 120 Brasilia",2020-05-27 02:06:40
"3184","DL-CG1","M1F","MD-11 Freighter",2020-05-27 02:06:40
"3185","DL-CG1","35L","Airbus A350-900",NA
"3186","DL-CG1","339","Airbus A330-900",2020-05-27 02:06:42
"3187","DL-CG1","7M9","Boeing 737 MAX 9",2021-02-22 23:15:33
"3188","DL-CG1","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"3189","DL-CG2","320","A320-100/200",2020-05-27 02:06:38
"3190","DL-CG2","722","727-200",2020-05-27 02:06:38
"3191","DL-CG2","73C","737-300 (winglets)",2020-05-27 02:06:38
"3192","DL-CG2","73E","737-500 (winglets)",2020-05-27 02:06:38
"3193","DL-CG2","DC3","DC-3",2020-05-27 02:06:38
"3194","DL-CG2","733","737-300",2020-05-27 02:06:38
"3195","DL-CG2","734","737-400",2020-05-27 02:06:38
"3196","DL-CG2","735","737-500",2020-05-27 02:06:38
"3197","DL-CG2","717","717",2020-05-27 02:06:38
"3198","DL-CG2","D92","DC-9-21",2020-05-27 02:06:38
"3199","DL-CG2","D93","DC-9-32",2020-05-27 02:06:38
"3200","DL-CG2","D94","DC-9-41",2020-05-27 02:06:38
"3201","DL-CG2","D95","DC-9-51",2020-05-27 02:06:38
"3202","DL-CG2","732","737-200",2020-05-27 02:06:38
"3203","DL-CG2","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:38
"3204","DL-CG2","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:38
"3205","DL-CG2","D91","DC-9-10/15",2020-05-27 02:06:38
"3206","DL-CG2","E70","EMB 170",2020-05-27 02:06:38
"3207","DL-CG2","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:38
"3208","DL-CG2","I93","IL-96-300",2020-05-27 02:06:40
"3209","DL-CG2","M11","MD-11",2020-05-27 02:06:40
"3210","DL-CG2","M80","MD-80",2020-05-27 02:06:40
"3211","DL-CG2","M81","MD-81",2020-05-27 02:06:40
"3212","DL-CG2","M82","MD-82",2020-05-27 02:06:40
"3213","DL-CG2","M83","MD-83",2020-05-27 02:06:40
"3214","DL-CG2","M87","MD-87",2020-05-27 02:06:40
"3215","DL-CG2","M88","MD-88",2020-05-27 02:06:40
"3216","DL-CG2","M90","MD-90-30",2020-05-27 02:06:40
"3217","DL-CG2","E90","EMB 190",2020-05-27 02:06:40
"3218","DL-CG2","E95","EMB 195",2020-05-27 02:06:40
"3219","DL-CG2","E75","EMB 175",2020-05-27 02:06:40
"3220","DL-CG2","EM2","EMB 120 Brasilia",2020-05-27 02:06:40
"3221","DL-CG2","M1F","MD-11 Freighter",2020-05-27 02:06:40
"3222","DL-CG2","35L","Airbus A350-900",NA
"3223","DL-CG2","339","Airbus A330-900",2020-05-27 02:06:42
"3224","DL-CG2","7M9","Boeing 737 MAX 9",2021-02-22 23:15:33
"3225","DL-CG2","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"3226","DL-CG2","CR9","CRJ 900",2020-05-27 02:06:38
"3227","DL-CG2","CR2","CRJ 200",2020-05-27 02:06:38
"3228","DL-CG2","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:38
"3229","DL-CG2","DF3","Falcon 50 / 900",2020-05-27 02:06:38
"3230","DL-CG2","DFL","Falcon",2020-05-27 02:06:38
"3231","DL-CG2","772","777-200",2020-05-27 02:06:38
"3232","DL-CG2","332","A330-200",2020-05-27 02:06:38
"3233","DL-CG2","333","A330-300",2020-05-27 02:06:38
"3234","DL-CG2","342","A340-200",2020-05-27 02:06:38
"3235","DL-CG2","343","A340-300",2020-05-27 02:06:38
"3236","DL-CG2","788","787-8",2020-05-27 02:06:38
"3237","DL-CG2","789","787-9",2020-05-27 02:06:38
"3238","DL-CG2","742","747-200",2020-05-27 02:06:38
"3239","DL-CG2","743","747-300",2020-05-27 02:06:38
"3240","DL-CG2","744","747-400",2020-05-27 02:06:38
"3241","DL-CG2","77L","777-200LR",2020-05-27 02:06:38
"3242","DL-CG2","77W","777-300ER",2020-05-27 02:06:38
"3243","DL-CG2","345","A340-500",2020-05-27 02:06:38
"3244","DL-CG2","346","A340-600",2020-05-27 02:06:38
"3245","DL-CG2","358","A350-800",2020-05-27 02:06:38
"3246","DL-CG2","359","A350-900",2020-05-27 02:06:38
"3247","DL-CG2","773","777-300",2020-05-27 02:06:38
"3248","DL-CG2","D11","DC-10-10/15",2020-05-27 02:06:38
"3249","DL-CG2","75Z","757-300 (winglets)",2020-05-27 02:06:38
"3250","DL-CG2","764","767-400",2020-05-27 02:06:38
"3251","DL-CG2","76W","767-300 (winglets)",2020-05-27 02:06:38
"3252","DL-CG2","D1C","DC-10-30/40",2020-05-27 02:06:38
"3253","DL-CG2","762","767-200",2020-05-27 02:06:38
"3254","DL-CG2","763","767-300",2020-05-27 02:06:38
"3255","DL-CG2","312","A310-200",2020-05-27 02:06:38
"3256","DL-CG2","313","A310-300",2020-05-27 02:06:38
"3257","DL-CG2","75W","757-200 (winglets)",2020-05-27 02:06:38
"3258","DL-CG2","752","757-200",2020-05-27 02:06:38
"3259","DL-CG2","753","757-300",2020-05-27 02:06:38
"3260","DL-CG2","DC6","DC6A/B",2020-05-27 02:06:38
"3261","DL-CG2","73H","737-800 (winglets)",2020-05-27 02:06:38
"3262","DL-CG2","73J","737-900 (winglets)",2020-05-27 02:06:38
"3263","DL-CG2","73W","737-700 (winglets)",2020-05-27 02:06:38
"3264","DL-CG2","736","737-600",2020-05-27 02:06:38
"3265","DL-CG2","738","737-800",2020-05-27 02:06:38
"3266","DL-CG2","318","A318",2020-05-27 02:06:38
"3267","DL-CG2","739","737-900",2020-05-27 02:06:38
"3268","DL-CG2","73G","737-700",2020-05-27 02:06:38
"3269","DL-CG2","321","A321-100/200",2020-05-27 02:06:38
"3270","DL-CG2","CR7","CRJ 700",2020-05-27 02:06:38
"3271","DL-CG2","319","A319",2020-05-27 02:06:38
"3272","B-5A","E7W","EMB 175 winglets",NA
"3273","B-5A","CR9","CRJ 900",2020-05-27 02:06:43
"3274","B-5A","CR2","CRJ 200",2021-04-13 23:15:49
"3275","B-5A","CR7","CRJ 700",2020-05-27 02:06:38
"3276","B-5A","E70","EMB 170",2020-05-27 02:06:38
"3277","B-5A","E75","EMB 175",2020-05-27 02:06:42
"3278","B-5B","EM2","EMB 120 Brasilia",2020-05-27 02:06:42
"3279","B-5B","DFL","Falcon",2020-05-27 02:06:38
"3280","B-5B","CR7","CRJ 700",2020-05-27 02:06:38
"3281","B-5B","DF3","Falcon 50 / 900",2020-05-27 02:06:38
"3282","B-5B","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:38
"3283","B-5B","CR2","CRJ 200",2020-05-27 02:06:38
"3284","B-5B","CR9","CRJ 900",2020-05-27 02:06:38
"3285","B-5B","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:38
"3286","B-5B","D91","DC-9-10/15",2020-05-27 02:06:38
"3287","B-5B","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:38
"3288","N-15A","M80","MD-80",2020-05-27 02:06:39
"3289","N-15A","DFL","Falcon",2020-05-27 02:06:38
"3290","N-15A","M82","MD-82",2020-05-27 02:06:39
"3291","N-15A","M83","MD-83",2020-05-27 02:06:39
"3292","N-15A","M87","MD-87",2020-05-27 02:06:39
"3293","N-15A","M88","MD-88",2020-05-27 02:06:39
"3294","N-15A","M90","MD-90-30",2020-05-27 02:06:39
"3295","N-15A","E90","EMB 190",2020-05-27 02:06:39
"3296","N-15A","E95","EMB 195",2020-05-27 02:06:39
"3297","N-15A","EM2","EMB 120 Brasilia",2020-05-27 02:06:39
"3298","N-15A","7M8","Boeing 737 MAX 8",2021-02-23 23:15:20
"3299","N-15A","D1C","DC-10-30/40",2020-05-27 02:06:38
"3300","N-15A","73W","737-700 (winglets)",2020-05-27 02:06:38
"3301","N-15A","76W","767-300 (winglets)",2020-05-27 02:06:38
"3302","N-15A","762","767-200",2020-05-27 02:06:38
"3303","N-15A","763","767-300",2020-05-27 02:06:38
"3304","N-15A","752","757-200",2020-05-27 02:06:38
"3305","N-15A","D11","DC-10-10/15",2020-05-27 02:06:38
"3306","N-15A","312","A310-200",2020-05-27 02:06:38
"3307","N-15A","313","A310-300",2020-05-27 02:06:38
"3308","N-15A","75Z","757-300 (winglets)",2020-05-27 02:06:38
"3309","N-15A","73H","737-800 (winglets)",2020-05-27 02:06:38
"3310","N-15A","75W","757-200 (winglets)",2020-05-27 02:06:38
"3311","N-15A","753","757-300",2020-05-27 02:06:38
"3312","N-15A","DC6","DC6A/B",2020-05-27 02:06:38
"3313","N-15A","319","A319",2020-05-27 02:06:38
"3314","N-15A","73J","737-900 (winglets)",2020-05-27 02:06:38
"3315","N-15A","736","737-600",2020-05-27 02:06:38
"3316","N-15A","738","737-800",2020-05-27 02:06:38
"3317","N-15A","739","737-900",2020-05-27 02:06:38
"3318","N-15A","73G","737-700",2020-05-27 02:06:38
"3319","N-15A","321","A321-100/200",2020-05-27 02:06:38
"3320","N-15A","318","A318",2020-05-27 02:06:38
"3321","N-15A","320","A320-100/200",2020-05-27 02:06:38
"3322","N-15A","722","727-200",2020-05-27 02:06:38
"3323","N-15A","73C","737-300 (winglets)",2020-05-27 02:06:38
"3324","N-15A","73E","737-500 (winglets)",2020-05-27 02:06:38
"3325","N-15A","DC3","DC-3",2020-05-27 02:06:38
"3326","N-15A","733","737-300",2020-05-27 02:06:38
"3327","N-15A","734","737-400",2020-05-27 02:06:38
"3328","N-15A","735","737-500",2020-05-27 02:06:38
"3329","N-15A","717","717",2020-05-27 02:06:38
"3330","N-15A","D92","DC-9-21",2020-05-27 02:06:38
"3331","N-15A","D93","DC-9-32",2020-05-27 02:06:38
"3332","N-15A","D94","DC-9-41",2020-05-27 02:06:38
"3333","N-15A","D95","DC-9-51",2020-05-27 02:06:38
"3334","N-15A","D9C","DC-9-32 Freighter",2020-05-27 02:06:38
"3335","N-15A","D9D","DC-9-41 Freighter",2020-05-27 02:06:38
"3336","N-15A","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:38
"3337","N-15A","732","737-200",2020-05-27 02:06:38
"3338","N-15A","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:38
"3339","N-15A","D91","DC-9-10/15",2020-05-27 02:06:38
"3340","N-15A","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:38
"3341","N-15A","CR9","CRJ 900",2020-05-27 02:06:38
"3342","N-15A","CR7","CRJ 700",2020-05-27 02:06:38
"3343","N-15A","CR2","CRJ 200",2020-05-27 02:06:38
"3344","N-15A","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:38
"3345","N-15A","DF3","Falcon 50 / 900",2020-05-27 02:06:38
"3346","N-15A","M81","MD-81",2020-05-27 02:06:39
"3347","CG4-5","D6F","DC-6A/B/C Freighter",2020-05-27 02:06:38
"3348","CG4-5","72X","727-100 Freighter",2020-05-27 02:06:38
"3349","CG4-5","72Y","727-200 Freighter",2020-05-27 02:06:38
"3350","CG4-5","DFL","Falcon",2020-05-27 02:06:38
"3351","CG4-5","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"3352","CG4-5","7M9","Boeing 737 MAX 9",2021-02-22 23:15:33
"3353","CG4-5","7M8","Boeing 737 MAX 8",2021-02-23 23:15:20
"3354","CG4-5","CVX","CV-440 Freighter",2020-05-27 02:06:38
"3355","CG4-5","CVY","CV-580 / 600 / 640 Freighter",2020-05-27 02:06:38
"3356","CG4-5","73Y","737-300 Freighter",2020-05-27 02:06:38
"3357","CG4-5","D3F","DC-3 Freighter",2020-05-27 02:06:38
"3358","CG4-5","73P","737-400 Freighter",2020-05-27 02:06:38
"3359","CG4-5","73Q","737-400 Combi",2020-05-27 02:06:38
"3360","CG4-5","14X","146 Freighter (-100QT & QC)",2020-05-27 02:06:38
"3361","CG4-5","D9C","DC-9-32 Freighter",2020-05-27 02:06:38
"3362","CG4-5","D9D","DC-9-41 Freighter",2020-05-27 02:06:38
"3363","CG4-5","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:38
"3364","CG4-5","73X","737-200 Freighter",2020-05-27 02:06:38
"3365","CG4-5","CVV","CV-240 Freighter",2020-05-27 02:06:38
"3366","CG4-5","AT7","ATR 72",2020-05-27 02:06:38
"3367","CG4-5","ATF","ATR 72 Freighter",2020-05-27 02:06:38
"3368","CG4-5","14Y","146 Freighter (-200QT & QC)",2020-05-27 02:06:38
"3369","CG4-5","14Z","146 Freighter (-300QT & QC)",2020-05-27 02:06:38
"3370","CG4-5","AT4","ATR 42-300 / 320",2020-05-27 02:06:38
"3371","CG4-5","AT5","ATR 42-500",2020-05-27 02:06:38
"3372","CG4-5","ATD","ATR 42-400",2020-05-27 02:06:38
"3373","CG4-5","C208","Caravan C-208",2020-05-27 02:06:38
"3374","CG4-5","DC6","DC6A/B",2020-05-27 02:06:38
"3375","CG4-5","73H","737-800 (winglets)",2020-05-27 02:06:38
"3376","CG4-5","73J","737-900 (winglets)",2020-05-27 02:06:38
"3377","CG4-5","73W","737-700 (winglets)",2020-05-27 02:06:38
"3378","CG4-5","736","737-600",2020-05-27 02:06:38
"3379","CG4-5","738","737-800",2020-05-27 02:06:38
"3380","CG4-5","318","A318",2020-05-27 02:06:38
"3381","CG4-5","739","737-900",2020-05-27 02:06:38
"3382","CG4-5","73G","737-700",2020-05-27 02:06:38
"3383","CG4-5","321","A321-100/200",2020-05-27 02:06:38
"3384","CG4-5","CR7","CRJ 700",2020-05-27 02:06:38
"3385","CG4-5","319","A319",2020-05-27 02:06:38
"3386","CG4-5","320","A320-100/200",2020-05-27 02:06:38
"3387","CG4-5","722","727-200",2020-05-27 02:06:38
"3388","CG4-5","73C","737-300 (winglets)",2020-05-27 02:06:38
"3389","CG4-5","73E","737-500 (winglets)",2020-05-27 02:06:38
"3390","CG4-5","DC3","DC-3",2020-05-27 02:06:38
"3391","CG4-5","733","737-300",2020-05-27 02:06:38
"3392","CG4-5","734","737-400",2020-05-27 02:06:38
"3393","CG4-5","735","737-500",2020-05-27 02:06:38
"3394","CG4-5","717","717",2020-05-27 02:06:38
"3395","CG4-5","D92","DC-9-21",2020-05-27 02:06:38
"3396","CG4-5","D93","DC-9-32",2020-05-27 02:06:38
"3397","CG4-5","D94","DC-9-41",2020-05-27 02:06:38
"3398","CG4-5","D95","DC-9-51",2020-05-27 02:06:38
"3399","CG4-5","732","737-200",2020-05-27 02:06:38
"3400","CG4-5","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:38
"3401","CG4-5","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:38
"3402","CG4-5","D91","DC-9-10/15",2020-05-27 02:06:38
"3403","CG4-5","E70","EMB 170",2020-05-27 02:06:38
"3404","CG4-5","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:38
"3405","CG4-5","CR9","CRJ 900",2020-05-27 02:06:38
"3406","CG4-5","CR2","CRJ 200",2020-05-27 02:06:38
"3407","CG4-5","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:38
"3408","CG4-5","DF3","Falcon 50 / 900",2020-05-27 02:06:38
"3409","CG4-5","P3X","Piper Twin",2020-05-27 02:06:39
"3410","CG4-5","M80","MD-80",2020-05-27 02:06:39
"3411","CG4-5","M81","MD-81",2020-05-27 02:06:39
"3412","CG4-5","M82","MD-82",2020-05-27 02:06:39
"3413","CG4-5","M83","MD-83",2020-05-27 02:06:39
"3414","CG4-5","M87","MD-87",2020-05-27 02:06:39
"3415","CG4-5","M88","MD-88",2020-05-27 02:06:39
"3416","CG4-5","M90","MD-90-30",2020-05-27 02:06:39
"3417","CG4-5","E90","EMB 190",2020-05-27 02:06:39
"3418","CG4-5","E95","EMB 195",2020-05-27 02:06:39
"3419","CG4-5","E75","EMB 175",2020-05-27 02:06:39
"3420","CG4-5","EM2","EMB 120 Brasilia",2020-05-27 02:06:39
"3421","N-11A","318","A318",2020-05-27 02:06:38
"3422","N-11A","D9D","DC-9-41 Freighter",2020-05-27 02:06:38
"3423","N-11A","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:38
"3424","Q-4","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:38
"3425","Q-4","E75","EMB 175",2020-05-27 02:06:38
"3426","Q-4","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3427","Q-4","CR7","CRJ 700",2020-05-27 02:06:38
"3428","Q-6","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3429","Q-6","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:38
"3430","Q-6","E75","EMB 175",2020-05-27 02:06:39
"3431","Q-6","CR7","CRJ 700",2020-05-27 02:06:39
"3432","Q-10","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3433","Q-10","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3434","Q-10","CR7","CRJ 700",2020-05-27 02:06:39
"3435","Q-10","E75","EMB 175",2020-05-27 02:06:39
"3436","Q-12","E75","EMB 175",2020-05-27 02:06:39
"3437","Q-12","CR7","CRJ 700",2020-05-27 02:06:39
"3438","Q-12","E7W","EMB 175 winglets",2021-05-29 23:15:16
"3439","Q-12","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3440","Q-2","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3441","Q-2","E75","EMB 175",2020-05-27 02:06:39
"3442","Q-2","CR7","CRJ 700",2020-05-27 02:06:39
"3443","Q-2","E7W","EMB 175 winglets",2021-05-29 23:15:16
"3444","Q-3","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3445","Q-3","CR7","CRJ 700",2020-05-27 02:06:39
"3446","Q-3","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3447","Q-3","E75","EMB 175",2020-05-27 02:06:39
"3448","Q-5","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3449","Q-5","E75","EMB 175",2020-05-27 02:06:39
"3450","Q-5","CR7","CRJ 700",2020-05-27 02:06:39
"3451","Q-5","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3452","Q-7","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3453","Q-7","E75","EMB 175",2020-05-27 02:06:39
"3454","Q-7","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3455","Q-7","CR7","CRJ 700",2020-05-27 02:06:39
"3456","Q-8","E7W","EMB 175 winglets",2021-05-29 23:15:16
"3457","Q-8","E75","EMB 175",2020-05-27 02:06:39
"3458","Q-8","CR7","CRJ 700",2020-05-27 02:06:39
"3459","Q-8","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3460","Q-9","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:39
"3461","Q-9","E7W","EMB 175 winglets",2021-05-29 23:15:18
"3462","Q-9","E70","EMB 170",2020-05-27 02:06:39
"3463","Q-9","E75","EMB 175",2020-05-27 02:06:39
"3464","Q-9","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:39
"3465","Q-9","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:39
"3466","Q-9","DFL","Falcon",2020-05-27 02:06:39
"3467","Q-9","EM2","EMB 120 Brasilia",2020-05-27 02:06:39
"3468","Q-9","DF3","Falcon 50 / 900",2020-05-27 02:06:39
"3469","Q-9","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:39
"3470","Q-9","CR2","CRJ 200",2020-05-27 02:06:39
"3471","Q-9","CR7","CRJ 700",2020-05-27 02:06:39
"3472","Q-9","CR9","CRJ 900",2020-05-27 02:06:39
"3473","Q-9","D91","DC-9-10/15",2020-05-27 02:06:39
"3474","A-6A","E70","EMB 170",2020-05-27 02:06:42
"3475","A-6A","717","717",2020-05-27 02:06:42
